subI,norm_count,entropy,time
9,0,1.4,200
9,0,1.4,400
9,0.2,1.4,600
9,0,1.4,800
9,0,1.5,-1000
9,0,1.5,-800
9,0,1.5,-600
9,0,1.5,-400
9,0,1.5,-200
9,0.0625,1.5,0
9,0,1.5,200
9,0,1.5,400
9,0,1.5,600
9,0,1.5,800
9,0.881355932,1.6,-1000
9,0.881355932,1.6,-800
9,0.220338983,1.6,-600
9,0.220338983,1.6,-400
9,0,1.6,-200
9,0.220338983,1.6,0
9,0.220338983,1.6,200
9,0.220338983,1.6,400
9,0,1.6,600
9,0,1.6,800
9,0,1.7,-1000
9,0.235294118,1.7,-800
9,0.235294118,1.7,-600
9,0,1.7,-400
9,0,1.7,-200
9,0.117647059,1.7,0
9,0.235294118,1.7,200
9,0.235294118,1.7,400
9,0,1.7,600
9,0.352941176,1.7,800
9,0.072164948,1.8,-1000
9,0,1.8,-800
9,0.144329897,1.8,-600
9,0.072164948,1.8,-400
9,0,1.8,-200
9,0.072164948,1.8,0
9,0,1.8,200
9,0,1.8,400
9,0,1.8,600
9,0.144329897,1.8,800
9,0,1.9,-1000
9,0.153846154,1.9,-800
9,0.153846154,1.9,-600
9,0,1.9,-400
9,0,1.9,-200
9,0.153846154,1.9,0
9,0.307692308,1.9,200
9,0,1.9,400
9,0.307692308,1.9,600
9,0.153846154,1.9,800
10,0,0.8,-1000
10,0.375,0.8,-800
10,0.375,0.8,-600
10,0.375,0.8,-400
10,0,0.8,-200
10,0,0.8,0
10,0,0.8,200
10,0,0.8,400
10,0,0.8,600
10,0,0.8,800
10,0.5,0.9,-1000
10,0,0.9,-800
10,0.5,0.9,-600
10,0.5,0.9,-400
10,0,0.9,-200
10,0,0.9,0
10,0,0.9,200
10,0,0.9,400
10,0,0.9,600
10,0,0.9,800
10,0,1,-1000
10,0,1,-800
10,0,1,-600
10,0,1,-400
10,0.444444444,1,-200
10,0.444444444,1,0
10,0,1,200
10,0,1,400
10,0.444444444,1,600
10,0.444444444,1,800
10,0,1.1,-1000
10,0,1.1,-800
10,1,1.1,-600
10,0,1.1,-400
10,0,1.1,-200
10,2,1.1,0
10,1,1.1,200
10,0,1.1,400
10,0,1.1,600
10,0,1.1,800
10,NaN,1.2,-1000
10,NaN,1.2,-800
10,NaN,1.2,-600
10,NaN,1.2,-400
10,NaN,1.2,-200
10,NaN,1.2,0
10,NaN,1.2,200
10,NaN,1.2,400
10,NaN,1.2,600
10,NaN,1.2,800
10,0,1.3,-1000
10,0,1.3,-800
10,1,1.3,-600
10,3,1.3,-400
10,1,1.3,-200
10,2,1.3,0
10,0,1.3,200
10,0,1.3,400
10,0,1.3,600
10,0,1.3,800
10,0.466666667,1.4,-1000
10,0.466666667,1.4,-800
10,0,1.4,-600
10,0,1.4,-400
10,0.466666667,1.4,-200
10,0,1.4,0
10,0.466666667,1.4,200
10,0.933333333,1.4,400
10,0.466666667,1.4,600
10,0,1.4,800
10,0.72,1.5,-1000
10,0.36,1.5,-800
10,0.36,1.5,-600
10,0,1.5,-400
10,0.36,1.5,-200
10,0.36,1.5,0
10,0.72,1.5,200
10,0,1.5,400
10,0,1.5,600
10,0.36,1.5,800
10,2.875,1.6,-1000
10,0.958333333,1.6,-800
10,1.916666667,1.6,-600
10,1.916666667,1.6,-400
10,3.833333333,1.6,-200
10,3.833333333,1.6,0
10,0.958333333,1.6,200
10,0.958333333,1.6,400
10,0.958333333,1.6,600
10,3.833333333,1.6,800
10,0.75,1.7,-1000
10,0.75,1.7,-800
10,0.75,1.7,-600
10,0.75,1.7,-400
10,2.25,1.7,-200
10,3,1.7,0
10,1.5,1.7,200
10,0,1.7,400
10,0.75,1.7,600
10,0.75,1.7,800
10,0.377777778,1.8,-1000
10,0.755555556,1.8,-800
10,0.377777778,1.8,-600
10,0.377777778,1.8,-400
10,1.133333333,1.8,-200
10,0.755555556,1.8,0
10,0.377777778,1.8,200
10,0.377777778,1.8,400
10,0.377777778,1.8,600
10,1.511111111,1.8,800
10,0.368421053,1.9,-1000
10,0.736842105,1.9,-800
10,0.368421053,1.9,-600
10,0,1.9,-400
10,0.368421053,1.9,-200
10,0.368421053,1.9,0
10,0.368421053,1.9,200
10,0,1.9,400
10,0,1.9,600
10,0,1.9,800
11,NaN,0.8,-1000
11,NaN,0.8,-800
11,NaN,0.8,-600
11,NaN,0.8,-400
11,NaN,0.8,-200
11,NaN,0.8,0
11,NaN,0.8,200
11,NaN,0.8,400
11,NaN,0.8,600
11,NaN,0.8,800
11,NaN,0.9,-1000
11,NaN,0.9,-800
11,NaN,0.9,-600
11,NaN,0.9,-400
11,NaN,0.9,-200
11,NaN,0.9,0
11,NaN,0.9,200
11,NaN,0.9,400
11,NaN,0.9,600
11,NaN,0.9,800
11,0,1,-1000
11,0,1,-800
11,0,1,-600
11,0,1,-400
11,0.375,1,-200
11,0.375,1,0
11,0,1,200
11,0,1,400
11,0.375,1,600
11,0,1,800
11,0.666666667,1.1,-1000
11,0,1.1,-800
11,0.666666667,1.1,-600
11,0,1.1,-400
11,2,1.1,-200
11,0,1.1,0
11,0,1.1,200
11,0.666666667,1.1,400
11,0,1.1,600
11,0,1.1,800
11,0,1.2,-1000
11,0,1.2,-800
11,0,1.2,-600
11,0,1.2,-400
11,0.5,1.2,-200
11,0,1.2,0
11,0,1.2,200
11,0,1.2,400
11,0,1.2,600
11,0,1.2,800
11,0,1.3,-1000
11,0,1.3,-800
11,0,1.3,-600
11,0.428571429,1.3,-400
11,0.428571429,1.3,-200
11,0,1.3,0
11,0,1.3,200
11,0.428571429,1.3,400
11,1.285714286,1.3,600
11,0,1.3,800
11,1.384615385,1.4,-1000
11,0.461538462,1.4,-800
11,0,1.4,-600
11,0.461538462,1.4,-400
11,0.923076923,1.4,-200
11,0.923076923,1.4,0
11,0,1.4,200
11,0.461538462,1.4,400
11,0.923076923,1.4,600
11,0,1.4,800
11,0.34,1.5,-1000
11,0.34,1.5,-800
11,0.68,1.5,-600
11,0.68,1.5,-400
11,0.34,1.5,-200
11,0.34,1.5,0
11,0.68,1.5,200
11,0,1.5,400
11,1.36,1.5,600
11,1.02,1.5,800
11,1,1.6,-1000
11,0.5,1.6,-800
11,0.5,1.6,-600
11,0,1.6,-400
11,0.5,1.6,-200
11,0.5,1.6,0
11,1,1.6,200
11,1,1.6,400
11,1,1.6,600
11,1,1.6,800
11,0.282608696,1.7,-1000
11,0.282608696,1.7,-800
11,0.565217391,1.7,-600
11,0.847826087,1.7,-400
11,0,1.7,-200
11,0.565217391,1.7,0
11,0.565217391,1.7,200
11,0.282608696,1.7,400
11,0.282608696,1.7,600
11,0,1.7,800
11,0.540983607,1.8,-1000
11,1.081967213,1.8,-800
11,1.081967213,1.8,-600
11,1.081967213,1.8,-400
11,1.081967213,1.8,-200
11,4.327868852,1.8,0
11,2.163934426,1.8,200
11,2.163934426,1.8,400
11,2.704918033,1.8,600
11,1.62295082,1.8,800
11,0.789473684,1.9,-1000
11,0.789473684,1.9,-800
11,0,1.9,-600
11,0.789473684,1.9,-400
11,0.789473684,1.9,-200
11,0.394736842,1.9,0
11,0.789473684,1.9,200
11,0.789473684,1.9,400
11,0.394736842,1.9,600
11,0.394736842,1.9,800
12,NaN,0.8,-1000
12,NaN,0.8,-800
12,NaN,0.8,-600
12,NaN,0.8,-400
12,NaN,0.8,-200
12,NaN,0.8,0
12,NaN,0.8,200
12,NaN,0.8,400
12,NaN,0.8,600
12,NaN,0.8,800
12,5.727272727,0.9,-1000
12,3.818181818,0.9,-800
12,3.818181818,0.9,-600
12,5.727272727,0.9,-400
12,0,0.9,-200
12,3.818181818,0.9,0
12,3.818181818,0.9,200
12,5.727272727,0.9,400
12,0,0.9,600
12,7.636363636,0.9,800
12,2.25,1,-1000
12,0,1,-800
12,2.25,1,-600
12,0,1,-400
12,2.25,1,-200
12,0,1,0
12,2.25,1,200
12,2.25,1,400
12,6.75,1,600
12,2.25,1,800
12,0,1.1,-1000
12,0,1.1,-800
12,5,1.1,-600
12,10,1.1,-400
12,0,1.1,-200
12,10,1.1,0
12,0,1.1,200
12,0,1.1,400
12,0,1.1,600
12,0,1.1,800
12,0,1.2,-1000
12,3.857142857,1.2,-800
12,5.142857143,1.2,-600
12,0,1.2,-400
12,2.571428571,1.2,-200
12,3.857142857,1.2,0
12,2.571428571,1.2,200
12,2.571428571,1.2,400
12,2.571428571,1.2,600
12,0,1.2,800
12,0.413793103,1.3,-1000
12,0.413793103,1.3,-800
12,0.413793103,1.3,-600
12,0.413793103,1.3,-400
12,0.413793103,1.3,-200
12,0.827586207,1.3,0
12,0,1.3,200
12,0.827586207,1.3,400
12,0.413793103,1.3,600
12,0.827586207,1.3,800
12,4.258064516,1.4,-1000
12,3.193548387,1.4,-800
12,7.451612903,1.4,-600
12,4.258064516,1.4,-400
12,5.322580645,1.4,-200
12,3.193548387,1.4,0
12,1.064516129,1.4,200
12,2.129032258,1.4,400
12,4.258064516,1.4,600
12,0,1.4,800
12,4.888888889,1.5,-1000
12,12.22222222,1.5,-800
12,7.333333333,1.5,-600
12,6.111111111,1.5,-400
12,7.333333333,1.5,-200
12,4.888888889,1.5,0
12,2.444444444,1.5,200
12,3.666666667,1.5,400
12,2.444444444,1.5,600
12,2.444444444,1.5,800
12,18.38709677,1.6,-1000
12,18.38709677,1.6,-800
12,31.25806452,1.6,-600
12,27.58064516,1.6,-400
12,29.41935484,1.6,-200
12,22.06451613,1.6,0
12,23.90322581,1.6,200
12,12.87096774,1.6,400
12,5.516129032,1.6,600
12,20.22580645,1.6,800
12,5.823529412,1.7,-1000
12,8.735294118,1.7,-800
12,2.911764706,1.7,-600
12,1.941176471,1.7,-400
12,0.970588235,1.7,-200
12,0,1.7,0
12,4.852941176,1.7,200
12,2.911764706,1.7,400
12,1.941176471,1.7,600
12,1.941176471,1.7,800
12,12.8372093,1.8,-1000
12,12.8372093,1.8,-800
12,20.86046512,1.8,-600
12,11.23255814,1.8,-400
12,11.23255814,1.8,-200
12,8.023255814,1.8,0
12,12.8372093,1.8,200
12,8.023255814,1.8,400
12,6.418604651,1.8,600
12,6.418604651,1.8,800
12,1.894736842,1.9,-1000
12,2.842105263,1.9,-800
12,1.894736842,1.9,-600
12,4.736842105,1.9,-400
12,2.842105263,1.9,-200
12,0.947368421,1.9,0
12,0,1.9,200
12,0.947368421,1.9,400
12,0.947368421,1.9,600
12,0,1.9,800
13,NaN,0.8,-1000
13,NaN,0.8,-800
13,NaN,0.8,-600
13,NaN,0.8,-400
13,NaN,0.8,-200
13,NaN,0.8,0
13,NaN,0.8,200
13,NaN,0.8,400
13,NaN,0.8,600
13,NaN,0.8,800
13,0,0.9,-1000
13,0,0.9,-800
13,0,0.9,-600
13,0,0.9,-400
13,0,0.9,-200
13,0,0.9,0
13,0,0.9,200
13,0.375,0.9,400
13,0,0.9,600
13,0.75,0.9,800
13,1.75,1,-1000
13,0,1,-800
13,0,1,-600
13,0,1,-400
13,0.875,1,-200
13,0.875,1,0
13,0,1,200
13,0,1,400
13,0,1,600
13,2.625,1,800
13,1,1.1,-1000
13,1,1.1,-800
13,1,1.1,-600
13,0,1.1,-400
13,1,1.1,-200
13,0,1.1,0
13,0,1.1,200
13,0,1.1,400
13,0,1.1,600
13,0,1.1,800
13,0,1.2,-1000
13,0,1.2,-800
13,2,1.2,-600
13,0,1.2,-400
13,0,1.2,-200
13,0,1.2,0
13,0.666666667,1.2,200
13,0,1.2,400
13,0,1.2,600
13,0,1.2,800
13,0.416666667,1.3,-1000
13,0,1.3,-800
13,0,1.3,-600
13,0.416666667,1.3,-400
13,0,1.3,-200
13,0.416666667,1.3,0
13,0.416666667,1.3,200
13,0.416666667,1.3,400
13,0,1.3,600
13,0,1.3,800
13,0.45,1.4,-1000
13,0,1.4,-800
13,0,1.4,-600
13,0.45,1.4,-400
13,0,1.4,-200
13,0.45,1.4,0
13,0.9,1.4,200
13,0.45,1.4,400
13,0.9,1.4,600
13,0.45,1.4,800
13,0.25,1.5,-1000
13,0,1.5,-800
13,0.25,1.5,-600
13,0,1.5,-400
13,0.25,1.5,-200
13,0,1.5,0
13,0,1.5,200
13,0,1.5,400
13,0,1.5,600
13,0,1.5,800
13,0,1.6,-1000
13,0.96,1.6,-800
13,0.96,1.6,-600
13,0.48,1.6,-400
13,0.96,1.6,-200
13,0.48,1.6,0
13,0.48,1.6,200
13,1.44,1.6,400
13,0,1.6,600
13,0,1.6,800
13,1.117647059,1.7,-1000
13,2.235294118,1.7,-800
13,1.117647059,1.7,-600
13,1.117647059,1.7,-400
13,0.558823529,1.7,-200
13,1.117647059,1.7,0
13,1.117647059,1.7,200
13,0,1.7,400
13,0,1.7,600
13,2.235294118,1.7,800
13,0,1.8,-1000
13,0,1.8,-800
13,0.666666667,1.8,-600
13,0.666666667,1.8,-400
13,1.333333333,1.8,-200
13,2,1.8,0
13,0.666666667,1.8,200
13,2,1.8,400
13,0.666666667,1.8,600
13,0,1.8,800
13,0.4,1.9,-1000
13,0,1.9,-800
13,0,1.9,-600
13,0.4,1.9,-400
13,0,1.9,-200
13,0,1.9,0
13,0,1.9,200
13,0,1.9,400
13,0,1.9,600
13,0,1.9,800
14,NaN,0.8,-1000
14,NaN,0.8,-800
14,NaN,0.8,-600
14,NaN,0.8,-400
14,NaN,0.8,-200
14,NaN,0.8,0
14,NaN,0.8,200
14,NaN,0.8,400
14,NaN,0.8,600
14,NaN,0.8,800
14,NaN,0.9,-1000
14,NaN,0.9,-800
14,NaN,0.9,-600
14,NaN,0.9,-400
14,NaN,0.9,-200
14,NaN,0.9,0
14,NaN,0.9,200
14,NaN,0.9,400
14,NaN,0.9,600
14,NaN,0.9,800
14,0,1,-1000
14,0.75,1,-800
14,0.75,1,-600
14,0,1,-400
14,0,1,-200
14,0,1,0
14,0,1,200
14,0,1,400
14,0,1,600
14,0.75,1,800
14,0,1.1,-1000
14,0.5,1.1,-800
14,2,1.1,-600
14,0,1.1,-400
14,0.5,1.1,-200
14,1,1.1,0
14,0.5,1.1,200
14,0,1.1,400
14,0,1.1,600
14,0.5,1.1,800
14,0.5,1.2,-1000
14,0,1.2,-800
14,0.5,1.2,-600
14,0,1.2,-400
14,1,1.2,-200
14,0,1.2,0
14,0,1.2,200
14,0.5,1.2,400
14,0.5,1.2,600
14,0.5,1.2,800
14,0.724137931,1.3,-1000
14,1.448275862,1.3,-800
14,0.724137931,1.3,-600
14,2.896551724,1.3,-400
14,1.448275862,1.3,-200
14,1.448275862,1.3,0
14,0.724137931,1.3,200
14,2.172413793,1.3,400
14,1.448275862,1.3,600
14,2.172413793,1.3,800
14,1.941176471,1.4,-1000
14,1.294117647,1.4,-800
14,1.941176471,1.4,-600
14,1.294117647,1.4,-400
14,2.588235294,1.4,-200
14,1.294117647,1.4,0
14,0.647058824,1.4,200
14,0.647058824,1.4,400
14,1.941176471,1.4,600
14,0.647058824,1.4,800
14,0.794871795,1.5,-1000
14,1.58974359,1.5,-800
14,6.358974359,1.5,-600
14,2.384615385,1.5,-400
14,1.58974359,1.5,-200
14,1.58974359,1.5,0
14,3.974358974,1.5,200
14,1.58974359,1.5,400
14,3.179487179,1.5,600
14,1.58974359,1.5,800
14,6.71641791,1.6,-1000
14,3.358208955,1.6,-800
14,3.358208955,1.6,-600
14,3.358208955,1.6,-400
14,2.686567164,1.6,-200
14,2.014925373,1.6,0
14,2.014925373,1.6,200
14,3.358208955,1.6,400
14,2.014925373,1.6,600
14,1.343283582,1.6,800
14,2.426229508,1.7,-1000
14,2.426229508,1.7,-800
14,3.032786885,1.7,-600
14,1.819672131,1.7,-400
14,1.819672131,1.7,-200
14,3.639344262,1.7,0
14,1.213114754,1.7,200
14,2.426229508,1.7,400
14,2.426229508,1.7,600
14,1.213114754,1.7,800
14,2.173913043,1.8,-1000
14,7.246376812,1.8,-800
14,4.347826087,1.8,-600
14,2.898550725,1.8,-400
14,4.347826087,1.8,-200
14,4.347826087,1.8,0
14,3.623188406,1.8,200
14,2.898550725,1.8,400
14,2.898550725,1.8,600
14,1.449275362,1.8,800
14,0.421875,1.9,-1000
14,0.84375,1.9,-800
14,1.6875,1.9,-600
14,0,1.9,-400
14,0.84375,1.9,-200
14,1.6875,1.9,0
14,0.84375,1.9,200
14,2.53125,1.9,400
14,1.265625,1.9,600
14,1.265625,1.9,800
15,0,0.8,-1000
15,0,0.8,-800
15,2.857142857,0.8,-600
15,0,0.8,-400
15,0,0.8,-200
15,0.714285714,0.8,0
15,0,0.8,200
15,0,0.8,400
15,0,0.8,600
15,0,0.8,800
15,0.4,0.9,-1000
15,0,0.9,-800
15,0,0.9,-600
15,0,0.9,-400
15,0,0.9,-200
15,0.4,0.9,0
15,0,0.9,200
15,0,0.9,400
15,0,0.9,600
15,0,0.9,800
15,1.5,1,-1000
15,0,1,-800
15,1.5,1,-600
15,1.5,1,-400
15,1.5,1,-200
15,0,1,0
15,0,1,200
15,1.5,1,400
15,1.5,1,600
15,0,1,800
15,0,1.1,-1000
15,0.666666667,1.1,-800
15,0,1.1,-600
15,0,1.1,-400
15,0,1.1,-200
15,0,1.1,0
15,0.666666667,1.1,200
15,0,1.1,400
15,0,1.1,600
15,0,1.1,800
15,1,1.2,-1000
15,0,1.2,-800
15,0,1.2,-600
15,0,1.2,-400
15,0,1.2,-200
15,0,1.2,0
15,0,1.2,200
15,0,1.2,400
15,1,1.2,600
15,0,1.2,800
15,0,1.3,-1000
15,1,1.3,-800
15,0,1.3,-600
15,0,1.3,-400
15,0,1.3,-200
15,0.5,1.3,0
15,0.5,1.3,200
15,0,1.3,400
15,0.5,1.3,600
15,0.5,1.3,800
15,0,1.4,-1000
15,0.1875,1.4,-800
15,0,1.4,-600
15,0.375,1.4,-400
15,0,1.4,-200
15,0,1.4,0
15,0,1.4,200
15,0,1.4,400
15,0,1.4,600
15,0,1.4,800
15,0.470588235,1.5,-1000
15,0,1.5,-800
15,0,1.5,-600
15,0.941176471,1.5,-400
15,0.470588235,1.5,-200
15,0,1.5,0
15,0.470588235,1.5,200
15,0.470588235,1.5,400
15,0.941176471,1.5,600
15,0,1.5,800
15,0.882352941,1.6,-1000
15,0.882352941,1.6,-800
15,0.441176471,1.6,-600
15,0.441176471,1.6,-400
15,0.441176471,1.6,-200
15,0.441176471,1.6,0
15,0.441176471,1.6,200
15,1.764705882,1.6,400
15,0,1.6,600
15,0.882352941,1.6,800
15,0.827586207,1.7,-1000
15,0.413793103,1.7,-800
15,0.413793103,1.7,-600
15,0,1.7,-400
15,0,1.7,-200
15,1.24137931,1.7,0
15,0.413793103,1.7,200
15,0,1.7,400
15,0.413793103,1.7,600
15,1.24137931,1.7,800
15,0,1.8,-1000
15,0.357142857,1.8,-800
15,1.428571429,1.8,-600
15,0,1.8,-400
15,0.357142857,1.8,-200
15,0.714285714,1.8,0
15,0.714285714,1.8,200
15,0.714285714,1.8,400
15,0.714285714,1.8,600
15,0.357142857,1.8,800
15,1.714285714,1.9,-1000
15,1.142857143,1.9,-800
15,0,1.9,-600
15,0.571428571,1.9,-400
15,1.142857143,1.9,-200
15,1.142857143,1.9,0
15,0,1.9,200
15,1.142857143,1.9,400
15,1.142857143,1.9,600
15,1.142857143,1.9,800
16,NaN,0.8,-1000
16,NaN,0.8,-800
16,NaN,0.8,-600
16,NaN,0.8,-400
16,NaN,0.8,-200
16,NaN,0.8,0
16,NaN,0.8,200
16,NaN,0.8,400
16,NaN,0.8,600
16,NaN,0.8,800
16,NaN,0.9,-1000
16,NaN,0.9,-800
16,NaN,0.9,-600
16,NaN,0.9,-400
16,NaN,0.9,-200
16,NaN,0.9,0
16,NaN,0.9,200
16,NaN,0.9,400
16,NaN,0.9,600
16,NaN,0.9,800
16,0,1,-1000
16,0,1,-800
16,0,1,-600
16,0,1,-400
16,0,1,-200
16,0,1,0
16,0,1,200
16,0,1,400
16,0,1,600
16,0,1,800
16,0,1.1,-1000
16,0,1.1,-800
16,0,1.1,-600
16,0,1.1,-400
16,0,1.1,-200
16,0,1.1,0
16,0,1.1,200
16,0,1.1,400
16,0,1.1,600
16,0,1.1,800
16,0,1.2,-1000
16,0.25,1.2,-800
16,0,1.2,-600
16,0,1.2,-400
16,0,1.2,-200
16,0,1.2,0
16,0,1.2,200
16,0.25,1.2,400
16,0,1.2,600
16,0,1.2,800
16,0,1.3,-1000
16,0,1.3,-800
16,0,1.3,-600
16,0.333333333,1.3,-400
16,0,1.3,-200
16,0,1.3,0
16,0,1.3,200
16,0.333333333,1.3,400
16,0,1.3,600
16,0.333333333,1.3,800
16,0,1.4,-1000
16,1.130434783,1.4,-800
16,0.565217391,1.4,-600
16,0.565217391,1.4,-400
16,2.260869565,1.4,-200
16,1.695652174,1.4,0
16,0.565217391,1.4,200
16,0,1.4,400
16,0,1.4,600
16,0.565217391,1.4,800
16,0.642857143,1.5,-1000
16,1.285714286,1.5,-800
16,0.642857143,1.5,-600
16,1.285714286,1.5,-400
16,2.571428571,1.5,-200
16,0.642857143,1.5,0
16,1.928571429,1.5,200
16,3.214285714,1.5,400
16,3.857142857,1.5,600
16,1.285714286,1.5,800
16,0.923076923,1.6,-1000
16,0.923076923,1.6,-800
16,0,1.6,-600
16,0.923076923,1.6,-400
16,0.923076923,1.6,-200
16,0,1.6,0
16,0.923076923,1.6,200
16,0.923076923,1.6,400
16,1.384615385,1.6,600
16,1.384615385,1.6,800
16,0,1.7,-1000
16,1,1.7,-800
16,0,1.7,-600
16,0.5,1.7,-400
16,2,1.7,-200
16,0.5,1.7,0
16,1,1.7,200
16,0,1.7,400
16,1,1.7,600
16,0,1.7,800
16,0.4375,1.8,-1000
16,0.875,1.8,-800
16,0.4375,1.8,-600
16,0.4375,1.8,-400
16,0.4375,1.8,-200
16,0.875,1.8,0
16,1.3125,1.8,200
16,0.4375,1.8,400
16,0.4375,1.8,600
16,0.4375,1.8,800
16,0,1.9,-1000
16,0.3,1.9,-800
16,0.3,1.9,-600
16,0,1.9,-400
16,0.3,1.9,-200
16,0,1.9,0
16,0,1.9,200
16,0,1.9,400
16,0.6,1.9,600
16,0.3,1.9,800